Year,Date,F-Scale EF(Scale),Injuries,Fatalities,Length (miles),Width (yards)
2006,06/22/2006,0,0,0,0.1,30
2006,07/12/2006,0,0,0,0.1,10
2006,07/19/2006,0,0,0,0.2,20
2006,07/19/2006,0,0,0,0.2,20
2006,07/21/2006,0,0,0,4,50
2006,07/21/2006,0,0,0,5.5,50
2006,07/21/2006,0,0,0,6,60
2006,07/21/2006,1,0,0,2.5,60
2006,07/21/2006,0,0,0,7,100
2006,07/26/2006,0,0,0,0.1,30
2006,07/26/2006,0,0,0,0.1,30
2006,07/26/2006,1,0,0,2.8,50
2006,07/26/2006,0,0,0,0.1,20
2006,07/26/2006,0,0,0,0.1,20
2006,07/26/2006,0,0,0,0.1,30
2006,07/26/2006,0,0,0,0.1,30
2006,07/26/2006,0,0,0,0.1,30
2006,09/22/2006,3,2,0,3.5,125
2006,09/22/2006,1,0,0,2.3,300
2006,09/22/2006,1,0,0,9.3,500
2006,09/22/2006,2,1,0,19.5,225
2006,09/22/2006,0,0,0,0.1,20
2006,09/22/2006,0,0,0,0.1,20
2006,09/22/2006,0,0,0,0.3,50
2007,03/01/2007,0,0,0,1.8,150
2007,03/01/2007,0,1,0,1,30
2007,03/28/2007,0,0,0,0.1,10
2007,03/28/2007,0,0,0,0.1,10
2007,04/25/2007,0,0,0,0.1,10
2007,04/26/2007,0,0,0,3.2,5
2007,05/04/2007,0,0,0,0.01,40
2007,05/04/2007,0,0,0,0.02,40
2007,05/04/2007,0,0,0,0.01,40
2007,05/16/2007,0,0,0,0.5,15
2007,05/25/2007,0,0,0,2.5,30
2007,06/01/2007,0,0,0,0.01,350
2007,06/01/2007,0,0,0,0.5,10
2007,06/02/2007,0,0,0,0.1,25
2007,06/03/2007,0,0,0,0.4,10
2007,08/05/2007,0,0,0,0.35,50
2007,08/23/2007,1,0,0,2.67,500
2007,09/06/2007,0,0,0,0.9,50
2007,09/06/2007,0,0,0,0.1,10
2007,09/30/2007,0,0,0,0.1,30
2007,09/30/2007,0,2,0,2,40
2007,10/02/2007,0,0,0,0.04,40
2007,10/18/2007,0,0,0,0.1,20
2008,01/07/2008,3,5,0,13.2,100
2008,01/07/2008,1,0,0,3,100
2008,01/07/2008,0,0,0,2.35,40
2008,01/29/2008,1,0,0,1.65,100
2008,02/05/2008,0,0,0,0.22,30
2008,02/05/2008,0,0,0,0.11,40
2008,03/31/2008,0,0,0,1.78,30
2008,04/10/2008,0,0,0,9.13,50
2008,04/10/2008,1,0,0,1.6,150
2008,04/10/2008,0,0,0,0.2,50
2008,04/10/2008,0,0,0,0.75,75
2008,05/25/2008,0,0,0,0.21,20
2008,05/27/2008,0,0,0,0.1,10
2008,05/30/2008,1,0,0,1.42,50
2008,05/30/2008,0,0,0,3.91,40
2008,05/30/2008,1,0,0,4.78,100
2008,05/30/2008,0,0,0,0.01,10
2008,05/30/2008,0,0,0,1.14,30
2008,06/03/2008,0,0,0,0.06,50
2008,06/03/2008,0,0,0,6.7,75
2008,06/04/2008,0,0,0,0.6,50
2008,06/04/2008,0,0,0,1.47,50
2008,06/04/2008,0,0,0,0.7,25
2008,06/04/2008,1,0,0,3.42,200
2008,06/04/2008,0,0,0,1.5,30
2008,06/04/2008,0,0,0,6.14,150
2008,06/06/2008,1,0,0,5,200
2008,06/07/2008,0,0,0,0.91,20
2008,06/07/2008,1,0,0,3.59,40
2008,06/07/2008,2,0,0,14.52,200
2008,06/07/2008,2,0,0,2.16,400
2008,06/07/2008,2,0,0,3.66,150
2008,06/07/2008,2,6,0,6.52,150
2008,06/07/2008,1,0,0,1.97,75
2008,06/07/2008,0,0,0,0.44,50
2008,06/12/2008,0,0,0,0.01,25
2008,06/12/2008,1,0,0,6.2,150
2008,06/15/2008,0,0,0,0.8,20
2008,06/27/2008,0,0,0,1.47,40
2008,06/27/2008,0,0,0,0.2,30
2008,07/08/2008,0,0,0,4.02,50
2008,07/21/2008,1,0,0,2,100
2008,08/04/2008,1,0,0,0.55,40
2008,08/04/2008,1,0,0,1.11,50
2008,08/04/2008,1,0,0,0.8,50
2008,08/04/2008,0,0,0,0.3,30
2008,12/27/2008,1,0,0,0.93,50
2008,12/27/2008,0,0,0,0.73,30
2008,12/27/2008,0,0,0,0.3,50
2009,03/08/2009,2,0,0,0.98,100
2009,03/08/2009,0,0,0,3.67,40
2009,03/08/2009,1,0,0,4.81,352
2009,03/08/2009,1,0,0,0.79,75
2009,03/08/2009,1,1,0,2.35,100
2009,03/08/2009,1,0,0,4.21,75
2009,03/08/2009,1,2,0,5.13,200
2009,03/08/2009,0,0,0,3.58,50
2009,03/08/2009,2,0,0,4.29,200
2009,03/08/2009,0,0,0,2.33,50
2009,03/08/2009,0,0,0,1.42,40
2009,03/08/2009,1,0,0,2.27,150
2009,03/08/2009,0,0,0,4.24,100
2009,03/08/2009,1,1,0,14.44,50
2009,03/08/2009,2,0,0,5.64,100
2009,03/08/2009,0,0,0,0.5,100
2009,03/08/2009,1,1,0,4.24,100
2009,03/08/2009,1,1,0,4.44,100
2009,03/08/2009,1,0,0,0.74,80
2009,03/08/2009,1,0,0,0.51,120
2009,05/08/2009,1,0,0,3.11,100
2009,05/08/2009,0,0,0,0.36,30
2009,05/08/2009,0,0,0,0.14,40
2009,05/08/2009,0,0,0,0.29,40
2009,05/08/2009,1,0,0,5.51,150
2009,05/08/2009,0,0,0,0.52,25
2009,05/13/2009,0,0,0,1.65,40
2009,05/13/2009,1,0,0,0.81,60
2009,05/13/2009,0,0,0,0.57,40
2009,05/13/2009,0,0,0,1.39,50
2009,05/13/2009,0,0,0,0.06,50
2009,06/01/2009,0,0,0,0.33,200
2009,06/02/2009,0,0,0,3.04,50
2009,06/08/2009,2,0,0,11.79,176
2009,06/08/2009,0,0,0,0.44,100
2009,06/08/2009,1,0,0,4.82,300
2009,06/19/2009,0,0,0,0.1,10
2009,06/19/2009,0,0,0,0.1,10
2009,06/19/2009,1,0,0,0.74,75
2009,07/08/2009,0,0,0,0.1,10
2009,07/08/2009,0,0,0,0.1,10
2009,07/24/2009,1,0,0,1.21,50
2009,07/30/2009,0,0,0,0.25,20
2009,08/19/2009,1,0,0,15.11,250
2009,08/19/2009,2,3,0,19.15,440
2009,08/19/2009,1,0,0,12.93,200
2009,08/19/2009,3,19,0,24.27,880
2009,08/19/2009,0,0,0,2.38,15
2009,08/19/2009,0,0,0,2.48,20
2009,08/19/2009,0,0,0,4.71,50
2009,08/19/2009,1,0,0,1,40
2009,08/19/2009,1,0,0,2.75,50
2009,08/19/2009,0,0,0,0.75,30
2010,04/05/2010,0,0,0,0.18,10
2010,04/07/2010,0,0,0,1.88,50
2010,04/30/2010,2,0,0,7.24,350
2010,04/30/2010,0,0,0,0.11,50
2010,05/21/2010,0,0,0,0.12,10
2010,05/21/2010,0,0,0,0.11,10
2010,05/25/2010,0,0,0,0.65,15
2010,05/26/2010,0,0,0,0.4,30
2010,06/03/2010,0,0,0,0.1,15
2010,06/05/2010,0,0,0,0.09,10
2010,06/05/2010,2,0,0,7.81,50
2010,06/05/2010,2,0,0,10.29,880
2010,06/05/2010,1,0,0,4.86,100
2010,06/05/2010,1,0,0,3.88,75
2010,06/05/2010,0,0,0,0.21,50
2010,06/05/2010,0,0,0,2.02,100
2010,06/05/2010,2,17,0,17.62,800
2010,06/05/2010,0,0,0,0.15,20
2010,06/05/2010,2,0,0,3.08,250
2010,06/05/2010,3,0,0,8.55,440
2010,06/05/2010,2,13,1,5.96,300
2010,06/05/2010,0,0,0,2.35,20
2010,06/05/2010,0,0,0,3.82,20
2010,06/05/2010,1,0,0,0.62,30
2010,06/05/2010,0,0,0,0.39,50
2010,06/05/2010,3,1,0,7.75,175
2010,06/05/2010,1,0,0,0.56,50
2010,06/05/2010,0,0,0,11.83,300
2010,06/21/2010,0,0,0,0.2,20
2010,06/21/2010,0,0,0,0.4,50
2010,06/21/2010,0,0,0,0.25,20
2010,06/21/2010,0,0,0,0.6,50
2010,06/21/2010,0,0,0,0.62,25
2010,06/23/2010,1,0,0,2.42,200
2010,06/27/2010,0,0,0,0.27,50
2010,07/12/2010,0,0,0,0.07,25
2010,07/21/2010,0,0,0,0.09,10
2010,10/26/2010,1,0,0,1.1,50
2010,10/26/2010,1,0,0,0.93,20
2010,10/26/2010,0,0,0,1.44,50
2010,10/26/2010,1,0,0,1.5,75
2010,10/26/2010,2,2,0,2.32,200
2010,11/22/2010,2,6,0,18.1,200
2010,11/22/2010,1,0,0,5.45,100
2010,11/22/2010,0,0,0,0.12,50
2010,12/31/2010,0,0,0,3.64,50
2010,12/31/2010,0,0,0,0.14,50
2010,12/31/2010,3,1,0,3.63,200
2010,12/31/2010,0,0,0,1.74,100
2011,02/27/2011,1,0,0,3.26,100
2011,02/27/2011,1,0,0,2.41,150
2011,02/27/2011,1,0,0,1.96,50
2011,02/27/2011,2,1,0,2.7,200
2011,02/27/2011,1,0,0,2.7,50
2011,02/28/2011,0,0,0,2.77,50
2011,02/28/2011,2,0,0,2.34,100
2011,02/28/2011,2,0,0,1.26,90
2011,02/28/2011,1,0,0,0.15,10
2011,02/28/2011,2,0,0,0.08,50
2011,04/15/2011,1,1,0,3.08,100
2011,04/15/2011,0,0,0,1.24,50
2011,04/15/2011,1,0,0,1.72,150
2011,04/19/2011,3,2,0,4.32,200
2011,04/19/2011,2,0,0,3.16,150
2011,04/19/2011,2,0,0,3.51,200
2011,04/19/2011,1,0,0,1.99,100
2011,04/19/2011,0,0,0,3.48,100
2011,04/19/2011,1,0,0,0.91,100
2011,04/19/2011,1,0,0,1.14,100
2011,04/19/2011,0,0,0,2.71,25
2011,04/19/2011,1,0,0,2.56,100
2011,04/19/2011,0,0,0,3.94,100
2011,04/19/2011,1,0,0,0.3,50
2011,04/19/2011,1,0,0,0.15,50
2011,04/19/2011,1,0,0,0.36,75
2011,04/19/2011,1,0,0,4.27,100
2011,04/19/2011,1,0,0,1.43,100
2011,04/19/2011,1,0,0,3.36,150
2011,04/19/2011,2,0,0,1.8,125
2011,04/19/2011,2,2,0,10.57,150
2011,04/19/2011,1,0,0,1.44,100
2011,04/19/2011,2,0,0,11.25,250
2011,04/19/2011,1,0,0,2.75,125
2011,04/22/2011,2,0,0,5.1,150
2011,04/22/2011,2,1,0,3.52,90
2011,04/22/2011,2,0,0,18.19,700
2011,04/22/2011,1,0,0,1.75,80
2011,04/23/2011,2,0,0,2.9,175
2011,04/23/2011,1,0,0,6.64,250
2011,05/07/2011,0,0,0,0.05,10
2011,05/07/2011,0,0,0,0.22,25
2011,05/13/2011,0,0,0,0.09,50
2011,05/22/2011,1,0,0,29.14,200
2011,05/22/2011,1,0,0,1.67,200
2011,05/22/2011,1,0,0,0.5,100
2011,05/22/2011,1,0,0,2.73,50
2011,05/22/2011,1,0,0,0.9,50
2011,05/23/2011,1,0,0,11.84,200
2011,05/25/2011,1,0,0,0.99,75
2011,05/25/2011,1,0,0,1.48,75
2011,05/25/2011,1,0,0,5.78,50
2011,05/25/2011,0,0,0,0.9,25
2011,05/25/2011,1,0,0,10.3,75
2011,05/25/2011,2,0,0,13.48,250
2011,05/25/2011,1,0,0,2,125
2011,05/25/2011,1,0,0,5.5,250
2011,05/25/2011,1,0,0,10.04,120
2011,05/25/2011,2,0,0,19.87,325
2011,05/25/2011,0,0,0,0.2,15
2011,05/25/2011,1,0,0,1,75
2011,05/25/2011,0,0,0,0.2,10
2011,05/25/2011,2,0,0,5.5,200
2011,06/10/2011,0,0,0,0.23,10
2011,06/15/2011,0,0,0,0.3,10
2011,06/15/2011,0,0,0,0.27,20
2011,06/15/2011,0,0,0,0.8,20
2011,06/19/2011,1,1,0,3.22,250
2011,06/20/2011,0,0,0,2.43,100
2011,06/21/2011,1,0,0,2.06,200
2011,06/21/2011,1,0,0,2.37,200
2011,07/27/2011,0,0,0,0.05,17
2011,07/27/2011,0,0,0,0.51,17
2012,01/22/2012,2,0,0,18.03,100
2012,01/22/2012,1,0,0,6.09,100
2012,02/29/2012,2,0,0,19.78,300
2012,02/29/2012,2,0,0,14.91,300
2012,02/29/2012,4,108,8,26.09,325
2012,02/29/2012,2,5,0,25.12,150
2012,02/29/2012,2,0,0,8.41,150
2012,03/02/2012,0,0,0,0.65,50
2012,03/02/2012,0,0,0,2.6,100
2012,03/23/2012,0,0,0,1.82,50
2012,03/23/2012,1,0,0,7.45,125
2012,03/23/2012,2,2,1,2.58,100
2012,03/23/2012,0,0,0,0.01,10
2012,05/01/2012,0,0,0,0.13,10
2012,05/01/2012,1,0,0,8.07,75
2012,05/01/2012,0,0,0,0.09,20
2012,05/01/2012,0,0,0,0.46,30
2012,05/06/2012,1,0,0,1.3,200
2012,05/06/2012,0,0,0,2.12,75
2012,07/31/2012,0,0,0,0.01,20
2012,08/31/2012,0,0,0,0.2,50
2012,08/31/2012,0,0,0,1.44,60
2012,08/31/2012,1,1,0,0.25,75
2012,08/31/2012,0,0,0,0.16,10
2012,09/01/2012,0,0,0,0.06,20
2012,09/01/2012,0,0,0,0.69,20
2012,09/01/2012,0,0,0,2.25,75
2012,09/01/2012,0,0,0,0.09,20
2012,09/01/2012,0,0,0,1.3,50
2012,09/01/2012,0,0,0,1.1,20
2012,09/01/2012,0,0,0,0.94,50
2012,09/25/2012,1,1,0,3.95,100
2013,01/29/2013,0,0,0,0.58,75
2013,01/29/2013,2,2,0,0.97,125
2013,04/18/2013,0,0,0,0.57,20
2013,05/09/2013,0,0,0,0.55,20
2013,05/19/2013,0,0,0,0.1,50
2013,05/20/2013,2,3,0,0.2,75
2013,05/28/2013,0,0,0,1.85,20
2013,05/30/2013,0,0,0,1.25,150
2013,05/30/2013,1,0,0,3.96,150
2013,05/30/2013,0,0,0,0.57,25
2013,05/31/2013,3,0,0,8.63,150
2013,05/31/2013,2,0,0,1.47,150
2013,05/31/2013,1,0,0,4.26,50
2013,05/31/2013,1,0,0,1.99,100
2013,05/31/2013,1,0,0,0.49,70
2013,06/12/2013,1,0,0,2.27,100
2013,06/12/2013,0,0,0,0.5,20
2013,06/12/2013,2,1,0,6.6,880
2013,06/12/2013,0,0,0,0.24,50
2013,06/24/2013,1,0,0,6.21,50
2013,06/24/2013,0,0,0,2.79,100
2013,06/24/2013,0,0,0,0.63,75
2013,06/29/2013,0,0,0,0.14,20
2013,07/01/2013,0,0,0,0.8,50
2013,07/02/2013,0,0,0,0.67,50
2013,09/01/2013,0,0,0,1.63,50
2013,10/31/2013,0,0,0,1.24,200
2013,10/31/2013,1,0,0,6.51,50
2013,10/31/2013,1,0,0,9.9,175
2013,10/31/2013,1,0,0,0.7,50
2013,11/17/2013,2,10,0,2.26,100
2013,11/17/2013,4,125,3,46.36,880
2013,11/17/2013,0,0,0,3.98,50
2013,11/17/2013,0,0,0,2.6,50
2013,11/17/2013,1,0,0,0.37,50
2013,11/17/2013,4,2,2,10.59,200
2013,11/17/2013,1,0,0,4.76,100
2013,11/17/2013,1,0,0,2.52,100
2013,11/17/2013,2,5,0,12.02,200
2013,11/17/2013,2,0,0,11.4,200
2013,11/17/2013,1,0,0,3.53,100
2013,11/17/2013,1,0,0,10.54,440
2013,11/17/2013,2,0,0,5.21,200
2013,11/17/2013,3,0,0,18.74,440
2013,11/17/2013,3,6,0,29.83,880
2013,11/17/2013,1,0,0,4.51,440
2013,11/17/2013,1,0,0,0.16,150
2013,11/17/2013,2,1,0,19.68,440
2013,11/17/2013,1,0,0,0.15,25
2013,11/17/2013,2,0,0,9.48,150
2013,11/17/2013,0,0,0,4.52,75
2013,11/17/2013,2,0,0,7.86,300
2013,11/17/2013,2,0,0,4.14,100
2013,11/17/2013,2,1,0,10.28,225
2013,11/17/2013,3,33,3,11.07,500
2014,02/20/2014,2,1,0,12.09,80
2014,02/20/2014,0,0,0,0.27,25
2014,02/20/2014,0,0,0,8.17,50
2014,02/20/2014,0,0,0,0.22,75
2014,02/20/2014,1,0,0,20.56,300
2014,02/20/2014,2,1,0,22.38,200
2014,02/20/2014,1,0,0,4.8,50
2014,02/20/2014,1,0,0,0.39,50
2014,02/20/2014,0,0,0,0.28,50
2014,02/20/2014,1,0,0,1.54,100
2014,02/20/2014,0,0,0,3,75
2014,04/03/2014,1,0,0,0.99,90
2014,04/03/2014,0,0,0,0.27,50
2014,04/03/2014,0,0,0,5.03,85
2014,04/03/2014,0,0,0,3.18,75
2014,04/03/2014,1,0,0,0.77,50
2014,04/24/2014,1,0,0,2.21,100
2014,05/28/2014,0,0,0,0.2,50
2014,05/28/2014,0,0,0,0.61,100
2014,06/04/2014,0,0,0,1.44,30
2014,06/07/2014,0,0,0,0.34,40
2014,06/07/2014,0,0,0,0.3,30
2014,06/23/2014,0,0,0,2.89,200
2014,06/23/2014,0,0,0,1.8,150
2014,06/29/2014,1,0,0,2.24,600
2014,06/30/2014,1,0,0,1.51,50
2014,06/30/2014,1,0,0,1.15,50
2014,06/30/2014,0,0,0,2.16,50
2014,06/30/2014,1,0,0,3.06,75
2014,06/30/2014,1,0,0,4.07,200
2014,06/30/2014,1,0,0,8.69,150
2014,06/30/2014,1,0,0,3.05,300
2014,06/30/2014,1,0,0,2.15,225
2014,06/30/2014,1,0,0,3.09,150
2014,06/30/2014,1,0,0,2.35,200
2014,06/30/2014,1,0,0,3.4,200
2014,06/30/2014,1,0,0,1.66,100
2014,07/12/2014,0,0,0,0.38,50
2014,07/12/2014,1,0,0,3.7,100
2014,07/12/2014,1,0,0,2.78,50
2014,07/12/2014,1,0,0,0.66,50
2014,10/13/2014,0,0,0,0.29,50
2014,10/13/2014,1,0,0,1.38,100
2014,10/13/2014,1,0,0,0.25,50
2014,10/13/2014,2,0,0,10,200
2014,10/13/2014,1,0,0,3.52,100
2014,10/13/2014,1,0,0,0.66,50
2014,10/13/2014,1,0,0,0.2,50
2014,10/13/2014,0,0,0,2.75,50
2015,04/09/2015,0,0,0,0.15,10
2015,04/09/2015,1,0,0,3.91,75
2015,04/09/2015,1,0,0,8.3,50
2015,04/09/2015,0,0,0,2.84,25
2015,04/09/2015,4,11,2,30.14,700
2015,04/09/2015,0,0,0,1.86,100
2015,04/09/2015,1,0,0,4.01,100
2015,04/09/2015,0,0,0,0.42,30
2015,04/09/2015,1,0,0,3.92,50
2015,04/09/2015,0,0,0,0.14,10
2015,04/09/2015,1,0,0,0.32,30
2015,05/24/2015,2,0,0,6.75,50
2015,05/26/2015,1,0,0,4,50
2015,05/26/2015,1,0,0,2.4,50
2015,05/26/2015,0,0,0,0.4,50
2015,05/29/2015,1,0,0,4.68,200
2015,06/07/2015,0,0,0,0.04,10
2015,06/07/2015,0,0,0,2.7,25
2015,06/11/2015,1,0,0,5.94,50
2015,06/15/2015,1,0,0,4.11,150
2015,06/19/2015,1,0,0,1.67,50
2015,06/19/2015,0,0,0,0.09,25
2015,06/19/2015,0,0,0,4.92,200
2015,06/19/2015,1,0,0,0.4,50
2015,06/19/2015,0,0,0,0.13,30
2015,06/19/2015,0,0,0,0.52,50
2015,06/19/2015,1,0,0,0.92,150
2015,06/19/2015,1,0,0,0.2,75
2015,06/19/2015,0,0,0,0.49,50
2015,06/19/2015,0,0,0,0.1,30
2015,06/22/2015,1,0,0,2.18,75
2015,06/22/2015,2,0,0,4.22,440
2015,06/22/2015,1,0,0,2.51,50
2015,06/22/2015,1,0,0,7.44,50
2015,06/22/2015,2,7,0,7.8,880
2015,06/22/2015,1,0,0,1.48,150
2015,06/22/2015,1,0,0,6.04,150
2015,06/22/2015,1,0,0,7.05,150
2015,06/22/2015,0,0,0,0.77,100
2015,06/22/2015,3,7,0,16.26,1320
2015,06/22/2015,1,0,0,2.24,300
2015,06/22/2015,0,0,0,1.02,50
2015,07/08/2015,1,0,0,2.09,50
2015,07/11/2015,0,0,0,0.09,50
2015,07/16/2015,1,0,0,0.84,100
2015,07/16/2015,1,0,0,1.41,50
2015,07/16/2015,1,0,0,1.11,200
2015,07/16/2015,2,0,0,1.72,300
2015,07/16/2015,2,1,0,5.95,700
2015,07/16/2015,0,0,0,0.55,10
2015,07/16/2015,2,1,0,2.39,250
2015,07/18/2015,0,0,0,0.1,50
2015,07/18/2015,0,0,0,0.1,50
2015,08/02/2015,1,0,0,7.51,300
2015,08/18/2015,0,0,0,0.03,25
2015,08/18/2015,0,0,0,0.04,25
2015,08/18/2015,0,0,0,2.01,75
2015,08/18/2015,0,0,0,3.19,75
2015,08/18/2015,0,0,0,0.24,75
2015,09/10/2015,0,0,0,0.21,75
2015,09/18/2015,1,0,0,2.6,50
2015,11/11/2015,0,0,0,0.1,25
2015,11/11/2015,1,0,0,4.23,50
2015,12/23/2015,0,0,0,6,50
2015,12/23/2015,1,0,0,5.03,200
2015,12/23/2015,1,0,0,4.28,100
2015,12/23/2015,1,0,0,1.58,100
2015,12/23/2015,1,0,0,10.7,50
2015,12/23/2015,0,0,0,10.62,50
2016,03/15/2016,2,0,0,8.23,400
2016,03/15/2016,1,0,0,8.27,400
2016,03/15/2016,2,10,0,4.78,200
2016,03/15/2016,2,0,0,7.55,440
2016,03/15/2016,1,0,0,3.62,75
2016,03/15/2016,0,0,0,3.68,200
2016,03/15/2016,0,0,0,1.76,50
2016,04/27/2016,0,0,0,4.94,25
2016,04/27/2016,0,0,0,0.05,10
2016,04/27/2016,0,0,0,0.09,10
2016,05/09/2016,0,0,0,0.1,15
2016,05/09/2016,0,0,0,0.09,25
2016,05/10/2016,0,0,0,0.05,20
2016,05/10/2016,0,0,0,0.05,20
2016,05/11/2016,0,0,0,0.05,30
2016,06/13/2016,0,0,0,0.41,25
2016,06/14/2016,0,0,0,0.07,10
2016,06/22/2016,1,0,0,4.1,300
2016,06/22/2016,0,0,0,0.1,50
2016,06/22/2016,0,0,0,0.58,25
2016,06/22/2016,0,0,0,0.3,75
2016,06/22/2016,1,0,0,4.3,400
2016,06/22/2016,1,0,0,1.4,250
2016,06/22/2016,0,0,0,0.28,10
2016,06/22/2016,1,0,0,0.5,50
2016,06/22/2016,1,0,0,1.7,250
2016,06/22/2016,1,0,0,0.5,50
2016,06/22/2016,1,0,0,0.48,50
2016,06/22/2016,1,0,0,6.7,100
2016,06/22/2016,2,0,0,8.05,300
2016,06/22/2016,0,0,0,0.7,100
2016,06/22/2016,2,4,0,11.1,440
2016,06/22/2016,1,0,0,1.7,50
2016,06/22/2016,0,0,0,0.1,10
2016,06/22/2016,1,0,0,3.1,440
2016,07/06/2016,1,2,0,2.79,160
2016,07/17/2016,0,0,0,1.19,25
2016,07/17/2016,0,0,0,0.24,25
2016,07/17/2016,1,0,0,2.16,100
2016,08/09/2016,0,0,0,0.01,10
2016,09/09/2016,0,0,0,0.1,10
2016,09/09/2016,2,0,0,6.26,75
2016,09/09/2016,1,0,0,1.63,50
2016,09/09/2016,0,0,0,0.1,10
2016,10/06/2016,1,0,0,1.91,200
2016,10/06/2016,0,0,0,4.86,10
2017,02/28/2017,1,0,0,5.53,100
2017,02/28/2017,0,0,0,1.75,50
2017,02/28/2017,3,14,2,11.5,800
2017,02/28/2017,1,0,0,2.62,75
2017,02/28/2017,1,0,0,2.8,200
2017,02/28/2017,0,0,0,1.2,200
2017,02/28/2017,1,0,0,1.5,50
2017,02/28/2017,0,0,0,0.07,25
2017,02/28/2017,0,0,0,0.89,100
2017,02/28/2017,3,0,0,17.77,600
2017,02/28/2017,2,0,0,4.5,75
2017,03/01/2017,3,0,0,36.08,850
2017,03/01/2017,1,1,0,0.66,50
2017,03/01/2017,1,0,0,2.33,50
2017,03/01/2017,3,2,1,44.13,440
2017,03/01/2017,3,1,1,9.56,420
2017,03/01/2017,1,0,0,7.36,25
2017,03/01/2017,0,0,0,4.11,25
2017,03/07/2017,1,0,0,1.54,10
2017,03/07/2017,1,0,0,6.76,150
2017,03/07/2017,1,0,0,7.38,150
2017,03/07/2017,2,0,0,2.8,200
2017,03/07/2017,0,0,0,0.29,25
2017,03/07/2017,1,0,0,12.92,100
2017,03/07/2017,1,0,0,7.17,100
2017,04/05/2017,1,0,0,0.1,25
2017,04/29/2017,1,0,0,2.36,50
2017,04/29/2017,0,0,0,0.68,10
2017,05/11/2017,0,0,0,0.1,20
2017,05/17/2017,0,0,0,0.71,25
2017,05/18/2017,1,0,0,8.11,150
2017,05/18/2017,1,0,0,2.06,50
2017,05/18/2017,2,1,0,1.29,50
2017,05/18/2017,1,0,0,10.3,100
2017,05/23/2017,0,0,0,0.26,15
2017,05/23/2017,0,0,0,0.1,10
2017,05/24/2017,0,0,0,0.15,10
2017,05/26/2017,1,0,0,0.29,75
2017,06/09/2017,0,0,0,0.21,20
2017,06/29/2017,1,0,0,5.86,200
2017,06/29/2017,1,0,0,1.64,100
2017,07/10/2017,0,0,0,1.6,50
2017,07/22/2017,1,0,0,3.72,150
2017,08/02/2017,0,0,0,0.5,40
2017,08/17/2017,1,0,0,2.79,75
2017,08/17/2017,1,0,0,0.54,60
2017,08/17/2017,0,0,0,3.25,20
2017,10/14/2017,0,0,0,0.82,25
2017,11/05/2017,1,0,0,6.84,50
2017,11/18/2017,0,0,0,0.68,30
2017,11/18/2017,0,0,0,0.09,30
2018,04/03/2018,2,0,0,10.87,33.3333333333333
2018,04/03/2018,1,0,0,7.33,33.3333333333333
2018,04/03/2018,1,0,0,9.98,41.6666666666667
2018,04/03/2018,1,0,0,1.93,50
2018,04/03/2018,1,0,0,1.55,66.6666666666667
2018,04/03/2018,2,0,0,10.8,116.666666666667
2018,04/03/2018,1,0,0,10.59,25
2018,04/03/2018,1,0,0,2.25,75
2018,05/15/2018,0,0,0,1.84,8.33333333333333
2018,05/15/2018,0,0,0,0.69,16.6666666666667
2018,05/15/2018,0,0,0,0.17,16.6666666666667
2018,05/27/2018,0,0,0,0.81,8.33333333333333
2018,05/30/2018,0,0,0,0.9,10
2018,05/31/2018,1,0,0,3.11,50
2018,05/31/2018,0,0,0,1.12,16.6666666666667
2018,06/10/2018,0,0,0,0.06,10
2018,06/10/2018,0,0,0,0.06,6.66666666666667
2018,06/21/2018,0,0,0,0.17,6.66666666666667
2018,06/26/2018,0,0,0,0.71,33.3333333333333
2018,06/26/2018,0,0,0,0.01,6.66666666666667
2018,06/26/2018,0,0,0,0.1,8.33333333333333
2018,06/26/2018,1,0,0,1.12,33.3333333333333
2018,06/26/2018,0,0,0,0.01,3.33333333333333
2018,06/26/2018,1,0,0,3.88,25
2018,06/28/2018,0,0,0,1.4,16.6666666666667
2018,06/02/2018,0,0,0,0.3,25
2018,08/16/2018,0,0,0,3.15,33.3333333333333
2018,08/20/2018,0,0,0,0.27,33.3333333333333
2018,09/03/2018,0,0,0,1.71,25
2018,12/01/2018,1,0,0,1.65,8.33333333333333
2018,12/01/2018,0,0,0,0.11,8.33333333333333
2018,12/01/2018,1,0,0,0.6,36.6666666666667
2018,12/01/2018,1,0,0,1.4,33.3333333333333
2018,12/01/2018,0,0,0,1.71,16.6666666666667
2018,12/01/2018,0,0,0,0.64,16.6666666666667
2018,12/01/2018,0,0,0,0.1,5
2018,12/01/2018,1,0,0,4.23,66.6666666666667
2018,12/01/2018,0,0,0,0.1,5
2018,12/01/2018,0,0,0,1.67,8.33333333333333
2018,12/01/2018,1,0,0,2.13,66.6666666666667
2018,12/01/2018,1,0,0,13.48,150
2018,12/01/2018,1,0,0,1.39,16.6666666666667
2018,12/01/2018,1,0,0,8.03,25
2018,12/01/2018,2,0,0,6.79,33.3333333333333
2018,12/01/2018,1,0,0,1.97,16.6666666666667
2018,12/01/2018,0,0,0,5.54,8.33333333333333
2018,12/01/2018,0,0,0,0.06,8.33333333333333
2018,12/01/2018,0,0,0,3.05,66.6666666666667
2018,12/01/2018,1,0,0,11.68,83.3333333333333
2018,12/01/2018,3,22,0,12.49,300
2018,12/01/2018,2,0,0,8.39,133.333333333333
2018,12/01/2018,0,0,0,0.12,16.6666666666667
